0.000919,-0.000306,-0.000006,0.000006,0.000018,0.000011,83.415000
-0.004934,-0.005444,-0.000012,0.000007,0.000013,-0.002086,83.521000
-0.012951,-0.001622,-0.000018,0.000008,0.000012,0.000234,83.616000
-0.019395,0.006525,-0.000024,-0.000008,0.000016,0.002769,83.717000
-0.025541,0.011473,-0.000030,-0.000006,0.000023,0.002100,83.816000
-0.031807,0.016022,-0.000036,0.000005,0.000030,0.002049,83.916000
-0.036537,0.021732,-0.000041,0.000040,0.000040,0.002337,84.016000
-0.033153,0.029649,-0.000323,-0.000041,-0.002226,0.005397,84.117000
0.012378,0.036556,-0.000689,-0.002231,0.001446,0.010420,84.221000
0.064823,0.045823,-0.001009,-0.001821,0.000374,0.011102,84.315000
0.123634,0.056789,-0.001422,0.001311,0.002396,0.013766,84.417000
0.189852,0.058018,-0.001852,0.002749,0.002195,0.013039,84.515000
0.256474,0.059878,-0.002284,0.007616,0.002310,0.013868,84.615000
0.323496,0.063864,-0.002717,0.010620,0.002410,0.039859,84.715000
0.400839,0.084637,-0.003325,0.012508,0.001060,0.111129,84.819000
0.472248,0.098685,-0.003824,0.008623,-0.002243,0.180954,84.915000
0.541516,0.126187,-0.004853,0.008830,-0.001570,0.282644,85.017000
0.607838,0.165181,-0.006000,0.012685,0.001147,0.378188,85.121000
0.681986,0.178276,-0.007295,0.013302,-0.002191,0.422149,85.215000
0.762101,0.203277,-0.008435,0.009531,-0.000824,0.464068,85.320000
0.841079,0.220953,-0.009599,0.009828,-0.001592,0.484266,85.414000
0.909598,0.258109,-0.010636,0.010862,-0.000606,0.500653,85.515000
0.980481,0.291798,-0.011784,0.010072,0.000633,0.507354,85.619000
1.050980,0.325447,-0.012854,0.012111,-0.000521,0.512565,85.716000
1.121633,0.358667,-0.013938,0.011187,-0.000397,0.515915,85.818000
1.201650,0.389969,-0.015212,0.016062,0.000415,0.510616,85.915000
1.264739,0.442858,-0.015889,0.018528,-0.001201,0.518484,86.017000
1.337332,0.472080,-0.017479,0.019131,-0.000344,0.515770,86.119000
1.397505,0.492069,-0.019155,0.016896,0.000808,0.515167,86.217000
1.493969,0.534656,-0.020798,0.016390,0.000265,0.522487,86.320000
1.571439,0.561524,-0.022684,0.016048,0.002567,0.522351,86.416000
1.644284,0.601648,-0.023866,0.017141,-0.000878,0.522562,86.519000
1.716433,0.641880,-0.025264,0.016395,0.002402,0.522694,86.620000
1.788475,0.687753,-0.026535,0.012359,0.001570,0.525618,86.717000
1.828191,0.752180,-0.027049,0.012693,0.002147,0.556683,86.818000
1.884467,0.798135,-0.027697,0.011720,-0.001138,0.624636,86.918000
1.954626,0.857769,-0.028547,0.012954,0.000654,0.709743,87.018000
2.019974,0.918985,-0.029440,0.013532,0.000605,0.799502,87.118000
2.057935,0.991831,-0.029759,0.020880,-0.000880,0.907993,87.220000
2.135754,1.033115,-0.030272,0.012900,-0.001074,0.988459,87.318000
2.198254,1.088052,-0.031157,0.016670,0.000210,1.038732,87.419000
2.243760,1.149989,-0.031653,0.013823,-0.001051,1.072782,87.519000
2.288218,1.212919,-0.031868,0.012185,-0.004547,1.093874,87.618000
2.309393,1.284866,-0.032061,0.013701,-0.002920,1.141350,87.720000
2.326389,1.357646,-0.032097,0.016843,-0.004603,1.198979,87.816000
2.339633,1.431565,-0.032406,0.011469,-0.001711,1.254085,87.915000
2.355563,1.503162,-0.032860,0.009968,-0.000757,1.287313,88.016000
2.381849,1.574116,-0.033293,0.011319,-0.000786,1.306146,88.119000
2.399670,1.639373,-0.033729,0.009430,-0.000030,1.339119,88.218000
2.412294,1.706828,-0.034074,0.006334,-0.001089,1.395150,88.317000
2.424170,1.773494,-0.034439,0.008981,-0.001069,1.429981,88.416000
2.434780,1.840412,-0.034697,0.006181,0.000567,1.452124,88.520000
2.450970,1.910944,-0.035102,0.006442,0.001427,1.464162,88.619000
2.465250,1.980048,-0.035570,0.007823,0.000907,1.471676,88.720000
2.477256,2.048645,-0.036122,0.006196,0.001916,1.476268,88.819000
2.494664,2.119082,-0.036904,0.003955,0.001906,1.478769,88.919000
2.503682,2.190446,-0.037804,-0.000344,0.004134,1.479148,89.017000
2.524395,2.281285,-0.038910,-0.000930,0.005763,1.466144,89.119000
